:START_ID(Customer),:END_ID(Snack),reviewId,:TYPE
129,194,386,REVIEWED
209,154,387,REVIEWED
139,127,388,REVIEWED
324,46,389,REVIEWED
169,130,390,REVIEWED
248,132,391,REVIEWED
146,166,392,REVIEWED
154,68,393,REVIEWED
445,137,394,REVIEWED
128,88,395,REVIEWED
141,174,396,REVIEWED
288,129,397,REVIEWED
159,161,398,REVIEWED
226,29,399,REVIEWED
388,47,400,REVIEWED
250,2,401,REVIEWED
164,131,402,REVIEWED
241,127,403,REVIEWED
84,46,404,REVIEWED
34,195,405,REVIEWED
222,173,406,REVIEWED
156,25,407,REVIEWED
474,114,408,REVIEWED
176,164,409,REVIEWED
352,138,410,REVIEWED
422,47,411,REVIEWED
100,200,412,REVIEWED
56,196,413,REVIEWED
119,55,414,REVIEWED
158,129,415,REVIEWED
157,82,416,REVIEWED
393,136,417,REVIEWED
242,27,418,REVIEWED
351,77,419,REVIEWED
475,157,420,REVIEWED
108,147,421,REVIEWED
345,40,422,REVIEWED
166,41,423,REVIEWED
99,197,424,REVIEWED
203,44,425,REVIEWED
437,41,426,REVIEWED
313,170,427,REVIEWED
81,84,428,REVIEWED
490,133,429,REVIEWED
243,168,430,REVIEWED
305,107,431,REVIEWED
400,186,432,REVIEWED
138,59,433,REVIEWED
478,68,434,REVIEWED
242,78,435,REVIEWED
190,38,436,REVIEWED
157,86,437,REVIEWED
373,91,438,REVIEWED
425,191,439,REVIEWED
162,116,440,REVIEWED
158,109,441,REVIEWED
289,101,442,REVIEWED
391,107,443,REVIEWED
3,196,444,REVIEWED
482,104,445,REVIEWED
29,105,446,REVIEWED
182,166,447,REVIEWED
413,36,448,REVIEWED
500,117,449,REVIEWED
393,71,450,REVIEWED
10,181,451,REVIEWED
104,54,452,REVIEWED
339,184,453,REVIEWED
132,76,454,REVIEWED
427,96,455,REVIEWED
13,83,456,REVIEWED
219,98,457,REVIEWED
167,143,458,REVIEWED
287,190,459,REVIEWED
103,56,460,REVIEWED
317,129,461,REVIEWED
226,71,462,REVIEWED
55,20,463,REVIEWED
125,42,464,REVIEWED
167,186,465,REVIEWED
246,185,466,REVIEWED
304,121,467,REVIEWED
488,12,468,REVIEWED
400,169,469,REVIEWED
200,177,470,REVIEWED
492,181,471,REVIEWED
250,64,472,REVIEWED
144,156,473,REVIEWED
301,97,474,REVIEWED
31,26,475,REVIEWED
29,164,476,REVIEWED
176,71,477,REVIEWED
276,95,478,REVIEWED
225,73,479,REVIEWED
57,121,480,REVIEWED
69,192,481,REVIEWED
38,84,482,REVIEWED
397,188,483,REVIEWED
212,39,484,REVIEWED
448,39,485,REVIEWED
302,77,486,REVIEWED
294,52,487,REVIEWED
288,23,488,REVIEWED
225,63,489,REVIEWED
168,147,490,REVIEWED
280,196,491,REVIEWED
339,67,492,REVIEWED
286,136,493,REVIEWED
419,75,494,REVIEWED
354,6,495,REVIEWED
72,198,496,REVIEWED
395,18,497,REVIEWED
446,180,498,REVIEWED
365,190,499,REVIEWED
161,93,500,REVIEWED
464,198,501,REVIEWED
229,192,502,REVIEWED
453,55,503,REVIEWED
95,83,504,REVIEWED
240,59,505,REVIEWED
236,93,506,REVIEWED
171,51,507,REVIEWED
347,181,508,REVIEWED
133,66,509,REVIEWED
310,192,510,REVIEWED
478,6,511,REVIEWED
72,31,512,REVIEWED
329,106,513,REVIEWED
219,102,514,REVIEWED
413,125,515,REVIEWED
409,13,516,REVIEWED
426,136,517,REVIEWED
31,132,518,REVIEWED
192,5,519,REVIEWED
290,112,520,REVIEWED
17,130,521,REVIEWED
448,84,522,REVIEWED
405,138,523,REVIEWED
252,73,524,REVIEWED
295,86,525,REVIEWED
325,18,526,REVIEWED
377,20,527,REVIEWED
290,24,528,REVIEWED
499,143,529,REVIEWED
400,29,530,REVIEWED
273,41,531,REVIEWED
409,132,532,REVIEWED
434,23,533,REVIEWED
294,120,534,REVIEWED
313,167,535,REVIEWED
98,193,536,REVIEWED
38,197,537,REVIEWED
351,111,538,REVIEWED
419,71,539,REVIEWED
239,116,540,REVIEWED
456,190,541,REVIEWED
78,167,542,REVIEWED
170,19,543,REVIEWED
94,166,544,REVIEWED
295,87,545,REVIEWED
233,136,546,REVIEWED
400,178,547,REVIEWED
379,111,548,REVIEWED
456,6,549,REVIEWED
206,148,550,REVIEWED
151,2,551,REVIEWED
320,100,552,REVIEWED
10,3,553,REVIEWED
116,83,554,REVIEWED
219,39,555,REVIEWED
133,58,556,REVIEWED
300,173,557,REVIEWED
394,84,558,REVIEWED
273,118,559,REVIEWED
335,171,560,REVIEWED
103,198,561,REVIEWED
421,148,562,REVIEWED
474,91,563,REVIEWED
458,184,564,REVIEWED
445,148,565,REVIEWED
79,49,566,REVIEWED
396,38,567,REVIEWED
106,79,568,REVIEWED
93,26,569,REVIEWED
14,137,570,REVIEWED
309,11,571,REVIEWED
400,33,572,REVIEWED
277,90,573,REVIEWED
489,18,574,REVIEWED
168,81,575,REVIEWED
476,59,576,REVIEWED
337,54,577,REVIEWED
104,78,578,REVIEWED
84,109,579,REVIEWED
139,60,580,REVIEWED
480,56,581,REVIEWED
396,91,582,REVIEWED
14,36,583,REVIEWED
450,113,584,REVIEWED
64,97,585,REVIEWED
14,114,586,REVIEWED
445,191,587,REVIEWED
438,190,588,REVIEWED
107,98,589,REVIEWED
26,115,590,REVIEWED
225,103,591,REVIEWED
102,53,592,REVIEWED
395,98,593,REVIEWED
303,32,594,REVIEWED
48,45,595,REVIEWED
260,149,596,REVIEWED
371,133,597,REVIEWED
63,42,598,REVIEWED
388,54,599,REVIEWED
62,126,600,REVIEWED
380,155,601,REVIEWED
184,192,602,REVIEWED
163,107,603,REVIEWED
98,54,604,REVIEWED
47,130,605,REVIEWED
185,123,606,REVIEWED
131,131,607,REVIEWED
58,117,608,REVIEWED
9,2,609,REVIEWED
195,108,610,REVIEWED
205,26,611,REVIEWED
182,93,612,REVIEWED
485,80,613,REVIEWED
429,17,614,REVIEWED
223,167,615,REVIEWED
154,59,616,REVIEWED
360,22,617,REVIEWED
334,165,618,REVIEWED
415,100,619,REVIEWED
449,121,620,REVIEWED
9,71,621,REVIEWED
374,166,622,REVIEWED
460,83,623,REVIEWED
24,37,624,REVIEWED
434,64,625,REVIEWED
91,145,626,REVIEWED
5,33,627,REVIEWED
266,40,628,REVIEWED
72,178,629,REVIEWED
241,196,630,REVIEWED
20,16,631,REVIEWED
306,54,632,REVIEWED
444,190,633,REVIEWED
339,76,634,REVIEWED
191,159,635,REVIEWED
213,41,636,REVIEWED
215,45,637,REVIEWED
90,133,638,REVIEWED
495,39,639,REVIEWED
380,172,640,REVIEWED
93,94,641,REVIEWED
451,29,642,REVIEWED
403,42,643,REVIEWED
16,128,644,REVIEWED
105,79,645,REVIEWED
207,161,646,REVIEWED
192,68,647,REVIEWED
319,83,648,REVIEWED
15,7,649,REVIEWED
170,8,650,REVIEWED
456,121,651,REVIEWED
18,189,652,REVIEWED
447,37,653,REVIEWED
468,105,654,REVIEWED
24,139,655,REVIEWED
194,196,656,REVIEWED
307,185,657,REVIEWED
269,44,658,REVIEWED
81,26,659,REVIEWED
8,90,660,REVIEWED
460,58,661,REVIEWED
48,108,662,REVIEWED
34,29,663,REVIEWED
496,122,664,REVIEWED
238,107,665,REVIEWED
439,138,666,REVIEWED
226,35,667,REVIEWED
439,155,668,REVIEWED
415,164,669,REVIEWED
1,80,670,REVIEWED
244,121,671,REVIEWED
461,66,672,REVIEWED
66,83,673,REVIEWED
337,139,674,REVIEWED
188,158,675,REVIEWED
343,184,676,REVIEWED
50,123,677,REVIEWED
253,192,678,REVIEWED
426,147,679,REVIEWED
101,33,680,REVIEWED
113,132,681,REVIEWED
67,37,682,REVIEWED
116,169,683,REVIEWED
43,191,684,REVIEWED
49,184,685,REVIEWED
207,73,686,REVIEWED
455,158,687,REVIEWED
54,64,688,REVIEWED
116,65,689,REVIEWED
95,187,690,REVIEWED
338,78,691,REVIEWED
169,182,692,REVIEWED
499,119,693,REVIEWED
343,152,694,REVIEWED
267,133,695,REVIEWED
296,69,696,REVIEWED
390,34,697,REVIEWED
168,109,698,REVIEWED
192,170,699,REVIEWED
75,149,700,REVIEWED
378,9,701,REVIEWED
383,99,702,REVIEWED
324,13,703,REVIEWED
407,51,704,REVIEWED
94,4,705,REVIEWED
74,163,706,REVIEWED
18,61,707,REVIEWED
83,102,708,REVIEWED
166,3,709,REVIEWED
293,124,710,REVIEWED
248,89,711,REVIEWED
97,161,712,REVIEWED
446,148,713,REVIEWED
208,116,714,REVIEWED
110,117,715,REVIEWED
319,68,716,REVIEWED
280,113,717,REVIEWED
61,191,718,REVIEWED
144,168,719,REVIEWED
394,132,720,REVIEWED
474,87,721,REVIEWED
173,48,722,REVIEWED
131,88,723,REVIEWED
414,125,724,REVIEWED
396,141,725,REVIEWED
234,170,726,REVIEWED
50,172,727,REVIEWED
439,88,728,REVIEWED
391,133,729,REVIEWED
135,17,730,REVIEWED
401,94,731,REVIEWED
219,165,732,REVIEWED
14,140,733,REVIEWED
65,25,734,REVIEWED
117,118,735,REVIEWED
425,29,736,REVIEWED
62,141,737,REVIEWED
365,76,738,REVIEWED
65,89,739,REVIEWED
158,116,740,REVIEWED
224,142,741,REVIEWED
482,22,742,REVIEWED
495,130,743,REVIEWED
94,102,744,REVIEWED
420,131,745,REVIEWED
100,37,746,REVIEWED
431,175,747,REVIEWED
114,199,748,REVIEWED
9,51,749,REVIEWED
376,191,750,REVIEWED
182,135,751,REVIEWED
308,200,752,REVIEWED
78,145,753,REVIEWED
441,136,754,REVIEWED
269,13,755,REVIEWED
410,137,756,REVIEWED
186,139,757,REVIEWED
118,178,758,REVIEWED
485,136,759,REVIEWED
86,96,760,REVIEWED
82,26,761,REVIEWED
349,43,762,REVIEWED
326,163,763,REVIEWED
440,159,764,REVIEWED
116,193,765,REVIEWED
367,39,766,REVIEWED
277,157,767,REVIEWED
218,52,768,REVIEWED
143,13,769,REVIEWED
492,103,770,REVIEWED
152,100,771,REVIEWED
462,134,772,REVIEWED
498,108,773,REVIEWED
458,122,774,REVIEWED
240,83,775,REVIEWED
70,185,776,REVIEWED
481,77,777,REVIEWED
1,20,778,REVIEWED
129,182,779,REVIEWED
285,172,780,REVIEWED
160,54,781,REVIEWED
473,188,782,REVIEWED
314,153,783,REVIEWED
492,18,784,REVIEWED
31,194,785,REVIEWED
211,36,786,REVIEWED
74,124,787,REVIEWED
422,42,788,REVIEWED
392,63,789,REVIEWED
201,41,790,REVIEWED
331,108,791,REVIEWED
201,152,792,REVIEWED
100,64,793,REVIEWED
428,90,794,REVIEWED
37,58,795,REVIEWED
494,71,796,REVIEWED
72,103,797,REVIEWED
64,186,798,REVIEWED
379,150,799,REVIEWED
484,173,800,REVIEWED
78,53,801,REVIEWED
228,37,802,REVIEWED
345,71,803,REVIEWED
390,84,804,REVIEWED
6,164,805,REVIEWED
61,134,806,REVIEWED
160,135,807,REVIEWED
53,198,808,REVIEWED
322,154,809,REVIEWED
242,60,810,REVIEWED
339,113,811,REVIEWED
153,32,812,REVIEWED
278,191,813,REVIEWED
313,117,814,REVIEWED
79,19,815,REVIEWED
451,194,816,REVIEWED
467,185,817,REVIEWED
175,70,818,REVIEWED
487,11,819,REVIEWED
196,66,820,REVIEWED
58,161,821,REVIEWED
239,110,822,REVIEWED
300,44,823,REVIEWED
449,182,824,REVIEWED
355,125,825,REVIEWED
389,75,826,REVIEWED
116,134,827,REVIEWED
53,23,828,REVIEWED
375,155,829,REVIEWED
492,154,830,REVIEWED
443,93,831,REVIEWED
124,171,832,REVIEWED
254,180,833,REVIEWED
494,111,834,REVIEWED
216,15,835,REVIEWED
327,27,836,REVIEWED
443,198,837,REVIEWED
144,186,838,REVIEWED
376,71,839,REVIEWED
464,65,840,REVIEWED
328,131,841,REVIEWED
169,108,842,REVIEWED
342,65,843,REVIEWED
183,22,844,REVIEWED
7,26,845,REVIEWED
366,125,846,REVIEWED
125,150,847,REVIEWED
254,57,848,REVIEWED
303,112,849,REVIEWED
341,69,850,REVIEWED
54,200,851,REVIEWED
424,182,852,REVIEWED
250,144,853,REVIEWED
311,145,854,REVIEWED
193,156,855,REVIEWED
266,171,856,REVIEWED
196,11,857,REVIEWED
309,28,858,REVIEWED
303,165,859,REVIEWED
489,26,860,REVIEWED
295,25,861,REVIEWED
61,196,862,REVIEWED
123,93,863,REVIEWED
298,173,864,REVIEWED
364,155,865,REVIEWED
216,101,866,REVIEWED
368,191,867,REVIEWED
21,89,868,REVIEWED
332,113,869,REVIEWED
437,118,870,REVIEWED
294,134,871,REVIEWED
20,103,872,REVIEWED
417,161,873,REVIEWED
382,200,874,REVIEWED
222,172,875,REVIEWED
465,7,876,REVIEWED
111,146,877,REVIEWED
93,7,878,REVIEWED
323,85,879,REVIEWED
51,75,880,REVIEWED
472,106,881,REVIEWED
411,8,882,REVIEWED
374,117,883,REVIEWED
435,65,884,REVIEWED
184,175,885,REVIEWED
177,91,886,REVIEWED
499,64,887,REVIEWED
142,115,888,REVIEWED
402,13,889,REVIEWED
167,118,890,REVIEWED
358,163,891,REVIEWED
135,197,892,REVIEWED
407,42,893,REVIEWED
108,143,894,REVIEWED
395,141,895,REVIEWED
332,83,896,REVIEWED
380,103,897,REVIEWED
386,90,898,REVIEWED
400,45,899,REVIEWED
433,128,900,REVIEWED
439,23,901,REVIEWED
171,91,902,REVIEWED
316,138,903,REVIEWED
379,59,904,REVIEWED
163,79,905,REVIEWED
52,185,906,REVIEWED
47,164,907,REVIEWED
208,81,908,REVIEWED
319,128,909,REVIEWED
328,48,910,REVIEWED
388,98,911,REVIEWED
104,68,912,REVIEWED
439,182,913,REVIEWED
249,90,914,REVIEWED
173,113,915,REVIEWED
459,93,916,REVIEWED
387,41,917,REVIEWED
492,44,918,REVIEWED
166,5,919,REVIEWED
58,49,920,REVIEWED
298,80,921,REVIEWED
466,130,922,REVIEWED
359,165,923,REVIEWED
287,76,924,REVIEWED
388,144,925,REVIEWED
276,46,926,REVIEWED
204,159,927,REVIEWED
357,20,928,REVIEWED
102,24,929,REVIEWED
47,183,930,REVIEWED
307,170,931,REVIEWED
208,68,932,REVIEWED
75,184,933,REVIEWED
175,137,934,REVIEWED
182,102,935,REVIEWED
69,99,936,REVIEWED
54,189,937,REVIEWED
418,76,938,REVIEWED
315,146,939,REVIEWED
498,22,940,REVIEWED
166,58,941,REVIEWED
227,11,942,REVIEWED
126,141,943,REVIEWED
80,171,944,REVIEWED
141,7,945,REVIEWED
254,58,946,REVIEWED
427,178,947,REVIEWED
113,63,948,REVIEWED
449,58,949,REVIEWED
226,166,950,REVIEWED
416,56,951,REVIEWED
75,4,952,REVIEWED
152,63,953,REVIEWED
494,6,954,REVIEWED
440,157,955,REVIEWED
248,113,956,REVIEWED
213,143,957,REVIEWED
283,146,958,REVIEWED
99,106,959,REVIEWED
96,133,960,REVIEWED
298,103,961,REVIEWED
322,148,962,REVIEWED
455,100,963,REVIEWED
383,67,964,REVIEWED
362,94,965,REVIEWED
412,68,966,REVIEWED
221,95,967,REVIEWED
187,61,968,REVIEWED
164,139,969,REVIEWED
183,20,970,REVIEWED
491,178,971,REVIEWED
69,83,972,REVIEWED
441,180,973,REVIEWED
127,138,974,REVIEWED
297,33,975,REVIEWED
50,130,976,REVIEWED
363,122,977,REVIEWED
275,81,978,REVIEWED
54,155,979,REVIEWED
117,185,980,REVIEWED
179,184,981,REVIEWED
360,166,982,REVIEWED
500,142,983,REVIEWED
421,58,984,REVIEWED
239,69,985,REVIEWED
295,14,986,REVIEWED
236,159,987,REVIEWED
225,128,988,REVIEWED
303,112,989,REVIEWED
34,44,990,REVIEWED
12,144,991,REVIEWED
230,144,992,REVIEWED
333,15,993,REVIEWED
459,89,994,REVIEWED
245,181,995,REVIEWED
76,17,996,REVIEWED
350,91,997,REVIEWED
34,185,998,REVIEWED
142,146,999,REVIEWED
130,187,1000,REVIEWED
15,183,1001,REVIEWED
307,126,1002,REVIEWED
221,181,1003,REVIEWED
392,35,1004,REVIEWED
203,56,1005,REVIEWED
339,116,1006,REVIEWED
159,138,1007,REVIEWED
357,173,1008,REVIEWED
156,85,1009,REVIEWED
120,146,1010,REVIEWED
409,131,1011,REVIEWED
485,105,1012,REVIEWED
74,197,1013,REVIEWED
277,175,1014,REVIEWED
301,81,1015,REVIEWED
442,2,1016,REVIEWED
498,157,1017,REVIEWED
28,183,1018,REVIEWED
387,92,1019,REVIEWED
301,31,1020,REVIEWED
397,19,1021,REVIEWED
315,17,1022,REVIEWED
272,106,1023,REVIEWED
374,42,1024,REVIEWED
376,50,1025,REVIEWED
128,154,1026,REVIEWED
397,195,1027,REVIEWED
92,47,1028,REVIEWED
16,167,1029,REVIEWED
476,127,1030,REVIEWED
374,31,1031,REVIEWED
170,23,1032,REVIEWED
49,104,1033,REVIEWED
294,180,1034,REVIEWED
486,176,1035,REVIEWED
199,105,1036,REVIEWED
196,179,1037,REVIEWED
243,36,1038,REVIEWED
434,88,1039,REVIEWED
94,25,1040,REVIEWED
160,91,1041,REVIEWED
91,182,1042,REVIEWED
221,65,1043,REVIEWED
256,24,1044,REVIEWED
95,67,1045,REVIEWED
206,52,1046,REVIEWED
117,90,1047,REVIEWED
332,163,1048,REVIEWED
42,87,1049,REVIEWED
232,193,1050,REVIEWED
49,135,1051,REVIEWED
132,6,1052,REVIEWED
451,156,1053,REVIEWED
32,143,1054,REVIEWED
31,175,1055,REVIEWED
192,25,1056,REVIEWED
87,1,1057,REVIEWED
494,136,1058,REVIEWED
7,2,1059,REVIEWED
168,99,1060,REVIEWED
157,8,1061,REVIEWED
410,146,1062,REVIEWED
289,96,1063,REVIEWED
440,18,1064,REVIEWED
490,45,1065,REVIEWED
97,163,1066,REVIEWED
