orderId:ID(Order),date,total_price,delivery_date
331,2022-11-13,114.38,2022-11-15
332,2022-12-16,60.92,2022-12-23
333,2022-08-20,22.82,2022-08-22
334,2022-10-30,95.63,2022-11-06
335,2023-06-04,67.07,2023-06-11
336,2024-01-27,9.34,2024-02-01
337,2022-12-11,76.07,2022-12-18
338,2023-09-04,22.74,2023-09-08
339,2022-07-05,84.68,2022-07-12
340,2023-10-02,108.81,2023-10-09
341,2024-01-09,10.02,2024-01-13
342,2023-01-09,87.75,2023-01-15
343,2023-03-31,37.77,2023-04-05
344,2024-02-06,56.63,2024-02-13
345,2023-07-01,40.59,2023-07-03
346,2024-04-08,58.94,2024-04-15
347,2024-05-05,47.3,2024-05-07
348,2023-08-08,58.09,2023-08-12
349,2022-10-16,48.92,2022-10-23
350,2023-06-25,116.12,2023-06-29
351,2024-04-16,97.14,2024-04-18
352,2022-05-22,33.75,2022-05-29
353,2023-10-19,105.52,2023-10-23
354,2023-07-22,86.81,2023-07-23
355,2023-06-13,19.34,2023-06-20
356,2022-03-27,23.44,2022-04-03
357,2023-04-06,21.95,2023-04-11
358,2023-03-24,113.84,2023-03-25
359,2022-08-16,56.88,2022-08-23
360,2022-12-24,52.71,2022-12-25
361,2023-02-10,48.01,2023-02-15
362,2023-01-31,48.11,2023-02-01
363,2022-01-29,112.04,2022-02-01
364,2024-05-09,79.75,2024-05-15
365,2024-03-21,20.82,2024-03-23
366,2022-10-21,59.33,2022-10-28
367,2024-05-01,92.27,2024-05-03
368,2023-04-26,75.77,2023-04-30
369,2022-03-23,34.43,2022-03-24
370,2024-05-05,68.11,2024-05-07
371,2024-01-15,65.69,2024-01-20
372,2022-04-24,38.13,2022-05-01
373,2022-11-05,10.49,2022-11-06
374,2023-03-06,96.3,2023-03-12
375,2023-04-14,17.75,2023-04-15
376,2023-05-27,66.65,2023-06-01
377,2023-10-10,71.13,2023-10-15
378,2024-01-06,38.5,2024-01-08
379,2022-01-02,45.57,2022-01-07
380,2023-08-08,26.54,2023-08-12
381,2023-11-16,65.2,2023-11-17
382,2023-01-05,114.64,2023-01-06
383,2023-07-12,95.44,2023-07-17
384,2023-06-04,7.34,2023-06-09
385,2024-06-13,10.01,2024-06-17
386,2023-02-01,34.17,2023-02-04
387,2022-01-17,95.68,2022-01-20
388,2022-12-20,89.29,2022-12-22
389,2023-10-06,93.72,2023-10-07
390,2024-01-23,43.24,2024-01-30
391,2022-02-15,67.79,2022-02-18
392,2024-04-13,25.14,2024-04-19
393,2024-03-08,58.43,2024-03-14
394,2023-12-14,77.65,2023-12-18
395,2024-04-10,12.26,2024-04-12
396,2024-03-05,9.25,2024-03-09
397,2022-07-26,95.98,2022-07-27
398,2022-02-12,112.34,2022-02-15
399,2023-06-12,118.75,2023-06-16
400,2023-07-11,34.13,2023-07-15
401,2024-02-11,26.98,2024-02-17
402,2023-01-01,94.8,2023-01-08
403,2024-06-05,43.17,2024-06-11
404,2022-05-08,47.32,2022-05-15
405,2023-02-14,55.57,2023-02-20
406,2023-01-31,116.98,2023-02-03
407,2023-05-24,62.22,2023-05-30
408,2024-03-27,35.67,2024-04-01
409,2022-03-26,53.82,2022-04-01
410,2023-03-17,119.44,2023-03-22
411,2022-07-04,38.78,2022-07-09
412,2022-04-16,42.71,2022-04-17
413,2022-10-30,56.28,2022-11-02
414,2024-01-05,24.16,2024-01-09
415,2023-03-31,56.42,2023-04-03
416,2024-01-15,109.83,2024-01-22
417,2023-09-22,36.57,2023-09-26
418,2024-03-21,13.63,2024-03-22
419,2023-10-15,46.78,2023-10-19
420,2024-03-31,83.13,2024-04-06
421,2022-02-01,102.6,2022-02-03
422,2023-11-26,55.39,2023-12-03
423,2022-05-10,32.14,2022-05-11
424,2023-10-23,46.65,2023-10-26
425,2023-08-04,74.59,2023-08-05
426,2023-11-27,114.11,2023-12-01
427,2023-01-16,92.75,2023-01-20
428,2023-08-11,65.89,2023-08-13
429,2023-02-12,79.7,2023-02-15
430,2022-09-13,7.98,2022-09-14
431,2022-07-10,64.54,2022-07-14
432,2023-07-30,35.1,2023-07-31
433,2022-09-24,56.32,2022-09-30
434,2023-09-19,84.81,2023-09-22
435,2023-05-18,19.1,2023-05-20
436,2024-05-23,56.98,2024-05-24
437,2024-01-01,119.69,2024-01-05
438,2024-04-09,116.27,2024-04-15
439,2022-11-24,44.95,2022-11-30
440,2022-03-08,67.35,2022-03-13
441,2022-11-04,23.11,2022-11-11
442,2023-12-28,78.34,2024-01-03
443,2024-03-23,63.51,2024-03-26
444,2022-05-05,96.09,2022-05-07
445,2022-08-31,61.81,2022-09-07
446,2023-01-05,70.81,2023-01-10
447,2023-04-24,118.05,2023-05-01
448,2022-05-13,106.69,2022-05-18
449,2022-03-09,50.79,2022-03-12
450,2024-01-05,60.05,2024-01-11
451,2023-02-25,52.08,2023-03-04
452,2023-08-12,19.41,2023-08-13
453,2022-11-21,13.53,2022-11-27
454,2023-04-23,64.5,2023-04-29
455,2022-05-12,94.73,2022-05-19
456,2023-10-18,25.93,2023-10-23
457,2022-05-13,62.83,2022-05-17
458,2024-06-08,100.61,2024-06-09
459,2023-06-15,39.97,2023-06-17
460,2022-06-15,112.49,2022-06-18
461,2022-08-19,113.96,2022-08-22
462,2023-06-16,102.28,2023-06-19
463,2022-09-14,78.03,2022-09-16
464,2023-07-19,19.39,2023-07-22
465,2022-11-07,66.35,2022-11-12
466,2023-05-30,24.39,2023-06-05
467,2023-08-18,24.69,2023-08-20
468,2023-10-02,108.73,2023-10-08
469,2022-12-12,111.25,2022-12-19
470,2022-02-12,104.33,2022-02-19
471,2022-03-25,114.08,2022-03-26
472,2024-02-29,35.44,2024-03-05
473,2022-08-04,70.8,2022-08-11
474,2023-09-25,8.48,2023-10-01
475,2023-10-05,38.31,2023-10-10
476,2022-11-06,33.16,2022-11-10
477,2024-04-06,51.7,2024-04-12
478,2023-04-10,84.19,2023-04-11
479,2022-06-11,52.8,2022-06-15
480,2023-04-21,44.12,2023-04-23
481,2022-05-28,104.07,2022-05-31
482,2022-11-23,118.62,2022-11-29
483,2022-12-20,20.04,2022-12-24
484,2023-01-15,69.59,2023-01-20
485,2022-11-23,58.64,2022-11-25
486,2022-10-01,33.51,2022-10-05
487,2022-04-10,38.37,2022-04-11
488,2023-01-29,75.77,2023-02-05
489,2022-09-12,108.77,2022-09-19
490,2024-04-13,112.38,2024-04-16
491,2024-01-09,26.83,2024-01-12
492,2022-06-13,119.54,2022-06-17
493,2023-04-24,106.09,2023-04-28
494,2023-05-25,15.36,2023-05-26
495,2023-02-07,57.58,2023-02-12
496,2022-09-04,72.08,2022-09-06
497,2022-02-19,37.36,2022-02-20
498,2023-09-04,80.24,2023-09-11
499,2023-04-27,66.72,2023-04-30
500,2024-05-17,54.56,2024-05-18
501,2022-09-28,47.06,2022-10-04
502,2023-02-17,10.2,2023-02-20
503,2022-02-22,69.61,2022-02-27
504,2023-01-07,38.19,2023-01-12
505,2023-01-31,56.79,2023-02-05
506,2023-07-18,99.91,2023-07-21
507,2023-10-01,75.27,2023-10-07
508,2022-05-12,50.3,2022-05-13
509,2024-03-24,69.15,2024-03-27
510,2023-01-10,21.59,2023-01-17
511,2023-09-09,51.16,2023-09-14
512,2022-02-11,9.48,2022-02-12
513,2024-01-01,97.46,2024-01-04
514,2023-06-16,22.13,2023-06-20
515,2023-06-12,42.72,2023-06-14
516,2023-09-20,23.69,2023-09-23
517,2023-09-24,101.9,2023-09-30
518,2023-08-31,63.34,2023-09-03
519,2023-06-06,61.33,2023-06-11
520,2023-07-31,59.61,2023-08-03
521,2022-01-18,43.09,2022-01-21
522,2022-04-23,72.13,2022-04-27
523,2024-03-26,105.29,2024-04-01
524,2023-10-07,73.64,2023-10-08
525,2022-09-29,95.03,2022-10-05
526,2024-03-05,71.43,2024-03-10
527,2024-01-09,72.11,2024-01-10
528,2022-06-24,77.34,2022-06-29
529,2023-09-27,101.73,2023-10-04
530,2022-06-01,83.28,2022-06-08
531,2022-02-02,114.04,2022-02-07
532,2022-04-23,7.18,2022-04-25
533,2022-11-18,22.41,2022-11-22
534,2023-12-09,52.19,2023-12-11
535,2024-03-04,110.86,2024-03-09
536,2024-06-12,89.62,2024-06-19
537,2022-03-05,20.88,2022-03-11
538,2022-08-01,42.38,2022-08-06
539,2023-11-10,65.43,2023-11-14
540,2022-11-18,57.86,2022-11-20
541,2023-06-30,67.82,2023-07-03
542,2023-11-24,104.78,2023-12-01
543,2023-11-29,97.42,2023-12-05
544,2022-09-28,60.68,2022-10-03
545,2022-09-10,69.18,2022-09-13
546,2022-08-19,93.69,2022-08-22
547,2023-12-23,84.38,2023-12-25
548,2023-05-16,60.18,2023-05-19
549,2023-07-28,87.99,2023-08-04
550,2022-10-22,70.95,2022-10-23
551,2023-07-11,108.01,2023-07-15
552,2023-02-09,44.69,2023-02-16
553,2024-03-02,21.84,2024-03-09
554,2022-02-13,114.86,2022-02-16
555,2022-03-22,111.26,2022-03-25
556,2023-11-03,90.94,2023-11-06
557,2022-08-08,100.21,2022-08-10
558,2022-10-05,85.06,2022-10-10
559,2022-05-21,75.8,2022-05-22
560,2023-08-24,32.88,2023-08-26
561,2023-11-17,30.95,2023-11-22
562,2022-08-27,16.52,2022-08-28
563,2022-12-05,59.33,2022-12-11
564,2023-11-29,20.81,2023-12-06
565,2023-07-18,51.79,2023-07-20
566,2024-06-18,59.91,2024-06-22
567,2022-07-24,115.85,2022-07-31
568,2022-11-25,79.28,2022-11-28
569,2024-02-27,80.01,2024-02-28
570,2022-08-26,89.95,2022-08-31
571,2024-05-20,110.02,2024-05-21
572,2022-06-29,106.46,2022-07-03
573,2022-06-30,119.67,2022-07-01
574,2023-02-11,61.97,2023-02-18
575,2024-02-06,111.49,2024-02-13
576,2024-06-16,6.07,2024-06-17
577,2023-08-05,17.34,2023-08-10
578,2022-12-10,57.25,2022-12-13
579,2023-10-19,65.3,2023-10-24
580,2022-05-18,62.98,2022-05-25
581,2022-10-07,98.01,2022-10-09
582,2022-12-05,89.08,2022-12-07
583,2023-10-26,87.64,2023-10-29
584,2022-01-15,43.77,2022-01-21
585,2022-10-30,82.56,2022-11-04
586,2022-07-17,75.26,2022-07-19
587,2023-10-17,100.1,2023-10-21
588,2023-06-12,14.97,2023-06-15
589,2023-11-17,26.25,2023-11-18
590,2022-05-24,42.21,2022-05-28
591,2022-09-12,34.99,2022-09-13
592,2022-08-30,91.68,2022-09-03
593,2022-12-04,71.98,2022-12-07
594,2023-08-10,35.08,2023-08-11
595,2023-01-04,32.17,2023-01-10
596,2023-11-15,58.52,2023-11-16
597,2022-06-13,83.9,2022-06-17
598,2023-12-22,40.76,2023-12-29
599,2022-05-01,110.35,2022-05-07
600,2022-10-30,75.68,2022-11-02
601,2022-08-13,59.99,2022-08-15
602,2023-04-11,118.72,2023-04-17
603,2023-01-18,85.72,2023-01-22
604,2023-04-28,66.81,2023-05-05
605,2023-11-12,30.12,2023-11-19
606,2022-09-11,91.8,2022-09-17
607,2024-06-13,14.42,2024-06-20
608,2023-04-03,85.93,2023-04-08
609,2022-03-21,17.9,2022-03-26
610,2024-04-28,108.83,2024-05-03
611,2022-07-27,66.72,2022-08-01
612,2022-06-18,103.27,2022-06-21
613,2023-03-29,83.23,2023-03-30
614,2024-01-05,61.22,2024-01-10
615,2023-06-07,98.0,2023-06-11
616,2023-04-10,64.02,2023-04-12
617,2023-04-13,11.64,2023-04-18
618,2023-04-19,97.8,2023-04-25
619,2024-01-11,50.53,2024-01-12
620,2024-04-16,90.77,2024-04-17
621,2023-08-16,10.21,2023-08-17
622,2022-12-19,12.33,2022-12-25
623,2022-03-03,118.41,2022-03-04
624,2023-04-29,38.02,2023-04-30
625,2022-07-04,20.57,2022-07-11
626,2023-10-19,79.28,2023-10-25
627,2023-03-07,119.18,2023-03-10
628,2023-01-27,105.01,2023-01-31
629,2023-01-22,14.23,2023-01-26
630,2023-11-09,67.02,2023-11-16
631,2023-11-01,44.99,2023-11-08
632,2022-07-02,50.2,2022-07-07
633,2022-05-11,117.55,2022-05-17
634,2024-05-04,91.96,2024-05-05
635,2022-11-02,82.45,2022-11-06
636,2023-07-12,66.17,2023-07-16
637,2024-04-23,33.46,2024-04-25
638,2022-12-21,36.7,2022-12-23
639,2024-06-15,93.03,2024-06-21
640,2022-02-02,80.92,2022-02-09
641,2023-09-22,112.67,2023-09-29
642,2022-01-17,28.7,2022-01-19
643,2022-04-14,8.86,2022-04-19
644,2023-09-05,85.88,2023-09-11
645,2022-02-19,90.16,2022-02-21
646,2023-02-16,31.95,2023-02-20
647,2022-08-11,104.33,2022-08-18
648,2022-02-27,62.95,2022-03-01
649,2022-10-24,98.82,2022-10-26
650,2024-01-20,41.67,2024-01-25
651,2023-09-05,82.34,2023-09-12
652,2022-11-25,39.7,2022-11-27
653,2022-05-27,64.94,2022-06-02
654,2023-02-28,36.64,2023-03-03
655,2023-07-25,106.17,2023-07-30
656,2022-06-29,83.06,2022-07-05
657,2023-07-24,10.39,2023-07-28
658,2022-12-19,82.2,2022-12-25
659,2024-03-15,41.65,2024-03-20
660,2023-03-03,22.16,2023-03-07
661,2023-01-21,91.76,2023-01-23
662,2023-04-30,102.67,2023-05-02
663,2022-11-04,86.37,2022-11-11
664,2024-04-05,110.2,2024-04-09
665,2023-07-30,116.3,2023-08-03
666,2023-07-25,20.42,2023-07-30
667,2022-09-06,28.38,2022-09-09
668,2023-10-25,111.06,2023-10-26
669,2024-05-17,15.63,2024-05-20
670,2024-01-12,26.91,2024-01-19
671,2022-10-02,82.47,2022-10-06
672,2023-09-10,105.47,2023-09-11
673,2022-07-12,92.6,2022-07-19
674,2024-01-12,69.27,2024-01-18
675,2023-05-06,104.99,2023-05-08
676,2022-12-07,115.06,2022-12-10
677,2022-01-16,112.77,2022-01-18
678,2024-01-30,90.89,2024-01-31
679,2024-02-12,110.16,2024-02-16
680,2023-12-14,85.93,2023-12-19
681,2023-02-11,68.49,2023-02-13
682,2024-03-05,48.78,2024-03-08
683,2023-07-01,46.31,2023-07-07
684,2022-09-25,63.97,2022-09-28
685,2023-05-25,16.34,2023-05-29
686,2024-01-10,92.59,2024-01-14
687,2022-11-24,47.63,2022-11-26
688,2023-02-28,69.69,2023-03-01
689,2022-08-15,21.78,2022-08-21
690,2022-09-25,112.5,2022-09-30
691,2023-08-17,53.02,2023-08-23
692,2022-06-06,42.93,2022-06-08
693,2023-01-24,100.84,2023-01-29
694,2023-05-27,80.28,2023-06-01
695,2023-12-03,34.59,2023-12-06
696,2024-04-21,116.15,2024-04-25
697,2023-10-20,61.42,2023-10-26
